date,Close,expected_return,trend_signal
1985-01-01,179.6300048828125,0.08,False
1985-02-01,181.17999267578125,0.08,False
1985-03-01,180.66000366210938,0.08,False
1985-04-01,179.8300018310547,0.08,False
1985-05-01,189.5500030517578,0.08,False
1985-06-01,191.85000610351562,0.08,False
1985-07-01,190.9199981689453,0.08,False
1985-08-01,188.6300048828125,0.08,False
1985-09-01,182.0800018310547,0.08,False
1985-10-01,189.82000732421875,0.08,True
1985-11-01,202.1699981689453,0.08,True
1985-12-01,211.27999877929688,0.08,True
1986-01-01,211.77999877929688,0.08,True
1986-02-01,226.9199981689453,0.08,True
1986-03-01,238.89999389648438,0.08,True
1986-04-01,235.52000427246094,0.08,True
1986-05-01,247.35000610351562,0.08,True
1986-06-01,250.83999633789062,0.08,True
1986-07-01,236.1199951171875,0.08,True
1986-08-01,252.92999267578125,0.08,True
1986-09-01,231.32000732421875,0.08,False
1986-10-01,243.97999572753906,0.08,True
1986-11-01,249.22000122070312,0.08,True
1986-12-01,242.1699981689453,0.05361339348576705,False
1987-01-01,274.0799865722656,0.02841101951574057,True
1987-02-01,284.20001220703125,0.024161786317791298,True
1987-03-01,291.70001220703125,0.022767059258469044,True
1987-04-01,288.3599853515625,0.030683498343960655,True
1987-05-01,290.1000061035156,0.03364102940717578,True
1987-06-01,304.0,0.02685959830016626,True
1987-07-01,318.6600036621094,0.020404910225916457,True
1987-08-01,329.79998779296875,0.017616239104772377,True
1987-09-01,321.8299865722656,0.029753534732409534,True
1987-10-01,251.7899932861328,0.08616068981037335,False
1987-11-01,230.3000030517578,0.10350095062196725,False
1987-12-01,247.0800018310547,0.09171718856165051,False
1988-01-01,257.07000732421875,0.08550293809448807,False
1988-02-01,267.82000732421875,0.07866752516761993,False
1988-03-01,258.8900146484375,0.08598800190391517,False
1988-04-01,261.3299865722656,0.08494547639272586,False
1988-05-01,262.1600036621094,0.08477554659162802,False
1988-06-01,273.5,0.07704440467539768,True
1988-07-01,272.0199890136719,0.07925680805207334,True
1988-08-01,261.5199890136719,0.0872600605900606,True
1988-09-01,271.9100036621094,0.08084382175575279,True
1988-10-01,278.9700012207031,0.07675797606899533,True
1988-11-01,273.70001220703125,0.08133555014829635,True
1988-12-01,277.7200012207031,0.07949552501827041,True
1989-01-01,297.4700012207031,0.0659895975808913,True
1989-02-01,288.8599853515625,0.07232899376874959,True
1989-03-01,294.8699951171875,0.06810880320997958,True
1989-04-01,309.6400146484375,0.058201782786345045,True
1989-05-01,320.5199890136719,0.05144589597944802,True
1989-06-01,317.9800109863281,0.05372701505788523,True
1989-07-01,346.0799865722656,0.03472823877420974,True
1989-08-01,351.45001220703125,0.03171609017106045,True
1989-09-01,349.1499938964844,0.034328773937465785,True
1989-10-01,340.3599853515625,0.043583146656129966,True
1989-11-01,345.989990234375,0.04362969326922906,True
1989-12-01,353.3999938964844,0.04216634884850009,True
1990-01-01,329.0799865722656,0.06074702428417936,False
1990-02-01,331.8900146484375,0.06082398762955797,False
1990-03-01,339.94000244140625,0.05798356310809445,False
1990-04-01,330.79998779296875,0.06597597619647154,False
1990-05-01,361.2300109863281,0.0493678463713272,True
1990-06-01,358.0199890136719,0.05395854830583298,True
1990-07-01,356.1499938964844,0.057600272995890725,True
1990-08-01,322.55999755859375,0.08016262854311845,False
1990-09-01,306.04998779296875,0.09122300112485404,False
1990-10-01,304.0,0.09308865982524801,False
1990-11-01,322.2200012207031,0.08310994823725044,False
1990-12-01,330.2200012207031,0.07956119748641602,False
1991-01-01,343.92999267578125,0.07245875789286631,True
1991-02-01,367.07000732421875,0.06065183786004478,True
1991-03-01,375.2200012207031,0.05800232755050813,True
1991-04-01,375.3399963378906,0.05971523451773807,True
1991-05-01,389.8299865722656,0.053133726238700475,True
1991-06-01,371.1600036621094,0.06538272645888207,True
1991-07-01,387.80999755859375,0.05687678185215886,True
1991-08-01,395.42999267578125,0.05368571225404901,True
1991-09-01,387.8599853515625,0.05903807575322871,True
1991-10-01,392.45001220703125,0.05779690438834219,True
1991-11-01,375.2200012207031,0.06828242343281989,False
1991-12-01,417.0899963378906,0.04640620227494592,True
1992-01-01,408.7799987792969,0.053169623196157825,True
1992-02-01,412.70001220703125,0.05311397117374626,True
1992-03-01,403.69000244140625,0.05967601177044281,True
1992-04-01,414.95001220703125,0.055676928771653963,True
1992-05-01,415.3500061035156,0.056821032480820724,True
1992-06-01,408.1400146484375,0.06191872512904199,True
1992-07-01,424.2099914550781,0.05503646343290797,True
1992-08-01,414.0299987792969,0.06263170335614285,True
1992-09-01,417.79998779296875,0.0633011030951159,True
1992-10-01,418.67999267578125,0.06550268364843292,True
1992-11-01,431.3500061035156,0.06155599153961144,True
1992-12-01,435.7099914550781,0.06177675226442195,True
1993-01-01,438.7799987792969,0.06239279285140036,True
1993-02-01,443.3800048828125,0.06183159897101249,True
1993-03-01,451.6700134277344,0.05948065804950062,True
1993-04-01,440.19000244140625,0.06649388661638544,True
1993-05-01,450.19000244140625,0.06296731158212648,True
1993-06-01,450.5299987792969,0.0645211095597926,True
1993-07-01,448.1300048828125,0.06694948773800952,True
1993-08-01,463.55999755859375,0.06109094243596008,True
1993-09-01,458.92999267578125,0.06478219881822325,True
1993-10-01,467.8299865722656,0.06221240529608725,True
1993-11-01,461.7900085449219,0.06681408379244891,True
1993-12-01,466.45001220703125,0.06568023087566313,True
1994-01-01,481.6099853515625,0.0602466884048016,True
1994-02-01,467.1400146484375,0.06794656896076111,True
1994-03-01,445.7699890136719,0.07844935183222795,False
1994-04-01,450.9100036621094,0.07681359347041353,False
1994-05-01,456.5,0.07508625975845215,False
1994-06-01,444.2699890136719,0.08124760330687207,False
1994-07-01,458.260009765625,0.07563745778576203,False
1994-08-01,475.489990234375,0.0691576144000821,True
1994-09-01,462.7099914550781,0.07567224494513404,True
1994-10-01,472.3500061035156,0.07244014928394057,True
1994-11-01,453.69000244140625,0.08104660652381736,False
1994-12-01,459.2699890136719,0.07903222158985589,True
1995-01-01,470.4200134277344,0.07474521838851246,True
1995-02-01,487.3900146484375,0.0681881868860612,True
1995-03-01,500.7099914550781,0.06336141497159936,True
1995-04-01,514.7100219726562,0.05879001039893615,True
1995-05-01,533.4000244140625,0.05245280242869997,True
1995-06-01,544.75,0.04954073923609601,True
1995-07-01,562.0599975585938,0.044581584348870544,True
1995-08-01,561.8800048828125,0.04665890764787752,True
1995-09-01,584.4099731445312,0.03990901340881641,True
1995-10-01,581.5,0.043406298976548144,True
1995-11-01,605.3699951171875,0.03665596642416753,True
1995-12-01,615.9299926757812,0.035472150461622755,True
1996-01-01,636.02001953125,0.030680398203961165,True
1996-02-01,640.4299926757812,0.032454948235496314,True
1996-03-01,645.5,0.0344446676828333,True
1996-04-01,654.1699829101562,0.03509169450177171,True
1996-05-01,669.1199951171875,0.0335811879132726,True
1996-06-01,670.6300048828125,0.03724111982140514,True
1996-07-01,639.9500122070312,0.051478050287140115,True
1996-08-01,651.989990234375,0.05019612130401825,True
1996-09-01,687.3300170898438,0.041670964478770875,True
1996-10-01,705.27001953125,0.03949700690266514,True
1996-11-01,757.02001953125,0.02729550361529462,True
1996-12-01,740.739990234375,0.0374773417802622,True
1997-01-01,786.1599731445312,0.02803305306273219,True
1997-02-01,790.8200073242188,0.03157275364333101,True
1997-03-01,757.1199951171875,0.046084547284838566,True
1997-04-01,801.3400268554688,0.03690741332678873,True
1997-05-01,848.280029296875,0.027688863793053693,True
1997-06-01,885.1400146484375,0.022163754949644107,True
1997-07-01,954.3099975585938,0.008478291679728106,True
1997-08-01,899.469970703125,0.029102113173122127,True
1997-09-01,947.280029296875,0.021222890756255483,True
1997-10-01,914.6199951171875,0.03479370491852368,True
1997-11-01,955.4000244140625,0.02877232152223847,True
1997-12-01,970.4299926757812,0.02968138608469855,True
1998-01-01,980.280029296875,0.031733563729389076,True
1998-02-01,1049.3399658203125,0.019856045031997734,True
1998-03-01,1101.75,0.013151142809377958,True
1998-04-01,1111.75,0.016806024714759754,True
1998-05-01,1090.8199462890625,0.027022514633957814,True
